Name,Instructors,URL,Imgs,Reviews,Alumns,Description
Machine Learning,"DeepLearning.AI, Stanford University",https://www.coursera.org/specializations/machine-learning-introduction,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/3a/9d2a7af297483a845340bcfbac6f1e/MLS.course-banners-01_Course-Logo-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,8200.0,145425,"The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. This beginner-friendly program will teach you the fundamentals of machine learning and how to use these techniques to build real-world AI applications. This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.This 3-course Specialization is an updated version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start."
Introduction to Data Science,IBM Skills Network,https://www.coursera.org/specializations/introduction-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/32/d719a2d0d946d59e1151bc10ec29f5/Specialization-Certificate-Emblem---IDS---600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,77300.0,75229,"Interested in learning more about data science, but don’t know where to start? This 4-course Specialization from IBM will provide you with the key foundational skills any data scientist needs to prepare you for a career in data science or further advanced learning in the field.  This Specialization will introduce you to what data science is and what data scientists do. You’ll discover the applicability of data science across fields, and learn how data analysis can help you make data driven decisions. You’ll find that you can kickstart your career path in the field without prior knowledge of computer science or programming languages: this Specialization will give you the foundation you need for more advanced learning to support your career goals.You’ll grasp concepts like big data, statistical analysis, and relational databases, and gain familiarity with various open source tools and data science programs used by data scientists, like Jupyter Notebooks, RStudio, GitHub, and SQL. You'll complete hands-on labs and projects to learn the methodology involved in tackling data science problems and apply your newly acquired skills and knowledge to real world data sets.In addition to earning a Specialization completion certificate from Coursera, you’ll also receive a digital badge from IBM recognizing you as a specialist in data science foundations.This Specialization can also be applied toward the IBM Data Science Professional Certificate. "
Data Science Fundamentals with Python and SQL,IBM Skills Network,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bd/0202c87e244d30bdecd889bd2719ae/DataScienceFundamentalsPythonSQL.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,52800.0,31178,"Data Science is one of the hottest professions of the decade, and the demand for data scientists who can analyze data and communicate results to inform data driven decisions has never been greater. This Specialization from IBM will help anyone interested in pursuing a career in data science by teaching them fundamental skills to get started in this in-demand field.The specialization consists of 5 self-paced online courses that will provide you with the foundational skills required for Data Science, including open source tools and libraries, Python, Statistical Analysis, SQL, and relational databases. You’ll learn these data science pre-requisites through hands-on practice using real data science tools and real-world data sets.Upon successfully completing these courses, you will have the practical knowledge and experience to delve deeper in Data Science and work on more advanced Data Science projects. No prior knowledge of computer science or programming languages required. This program is ACE® recommended—when you complete, you can earn up to 8 college credits.  "
Key Technologies for Business,IBM Skills Network,https://www.coursera.org/specializations/key-technologies-for-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/93/1543b8c7d64dad864ca79e876a065d/Key-Technology-Foundations-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,73700.0,14231,"In this Specialization, we will cover 3 key technologies that are foundational and driving significant growth and innovation. These are Cloud Computing, Data Science, and Artificial Intelligence (AI).Technology is essential for the future of business. Almost any organization that wants to modernize or get ahead, and anyone working there, needs to understand and leverage these essential technologies.The courses in this Specialization provide foundational knowledge of Cloud, Data and AI, including business drivers behind their growth, the value they provide, their applications and use cases, and an understanding of how these technologies work. You will not only become familiar with the buzzwords associated with these technologies, but also experience them in action and develop hands-on skills to start working with them.This Specialization is suitable for a variety of learners who are beginners with these technologies, including managers and executives, professionals who want to upskill, and students getting ready to start a career.There is no special prior knowledge or hardware required. The only pre-requisites are basic computer literacy, device with a modern web browser with internet connectivity, and motivation to self-learn online."
Deep Learning,DeepLearning.AI,https://www.coursera.org/specializations/deep-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a4/079d5e7c7b45ac9107f22bfcfeab91/Specialization-logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,137900.0,742213,"The Deep Learning Specialization is a foundational program that will help you understand the capabilities, challenges, and consequences of deep learning and prepare you to participate in the development of leading-edge AI technology. In this Specialization, you will build and train neural network architectures such as Convolutional Neural Networks, Recurrent Neural Networks, LSTMs, Transformers, and learn how to make them better with strategies such as Dropout, BatchNorm, Xavier/He initialization, and more. Get ready to master theoretical concepts and their industry applications using Python and TensorFlow and tackle real-world cases such as speech recognition, music synthesis, chatbots, machine translation, natural language processing, and more.AI is transforming many industries. The Deep Learning Specialization provides a pathway for you to take the definitive step in the world of AI by helping you gain the knowledge and skills to level up your career. Along the way, you will also get career advice from deep learning experts from industry and academia."
IBM AI Foundations for Business,IBM Skills Network,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bb/a0b5642d924caabb6101aa7e1afa66/IBM-AI-Foundations-for-Business.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,70900.0,9556,"This specialization will explain and describe the overall focus areas for business leaders considering AI-based solutions for business challenges. The first course provides a business-oriented summary of technologies and basic concepts in AI. The second will introduce the technologies and concepts in data science. The third introduces the AI Ladder, which is a framework for understanding the work and processes that are necessary for the successful deployment of AI-based solutions.  "
Data Engineering Foundations,IBM Skills Network,https://www.coursera.org/specializations/data-engineering-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5c/4855219e884cc89ae6b6ffa5ae9f83/IBM-Data-Engineering-Foundations-Specialization.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,39800.0,9733,"Data engineering is one of the fastest-growing tech occupations, where the demand for skilled data engineers far outweighs the supply. The goal of data engineering is to make quality data available for fact-finding and data-driven decision making. This Specialization from IBM will help anyone interested in pursuing a career in data engineering by teaching fundamental skills to get started in this field. No prior data engineering experience is required to succeed in this Specialization. The Specialization consists of 5 self-paced online courses covering skills required for data engineering, including the data engineering ecosystem and lifecycle, Python, SQL, and Relational Databases.  You will learn these data engineering prerequisites through engaging videos and hands-on practice using real tools and real-world databases. You'll develop your understanding of data engineering, gain skills that can be applied directly to a data career, and build the foundation of your data engineering career. Upon successfully completing these courses, you will have the practical knowledge and experience to delve deeper into data engineering and work on more advanced data engineering projects. "
Applied Data Science,IBM Skills Network,https://www.coursera.org/specializations/applied-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8b/61b3208e9411e8bd0e199d89262fda/Applied_Data_Science.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,43300.0,11953,"This action-packed Specialization is for data science enthusiasts who want to acquire practical skills for real world data problems. If you’re interested in pursuing a career in data science, and already have foundational skills or have completed the Introduction to Data Science Specialization, this program is for you!  This 4-course Specialization will give you the tools you need to analyze data and make data driven business decisions leveraging computer science and statistical analysis. You will learn Python–no prior programming knowledge necessary–and discover methods of data analysis and data visualization. You’ll utilize tools used by real data scientists like Numpy and Pandas, practice predictive modeling and model selection, and learn how to tell a compelling story with data to drive decision making.Through guided lectures, labs, and projects in the IBM Cloud, you’ll get hands-on experience tackling interesting data problems from start to finish. Take this Specialization to solidify your Python and data science skills before diving deeper into big data, AI, and deep learning.In addition to earning a Specialization completion certificate from Coursera, you’ll also receive a digital badge from IBM. This Specialization can also be applied toward the IBM Data Science Professional Certificate. This program is ACE® recommended—when you complete, you can earn up to 12 college credits.  "
IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1e/9830d71e1d48ba8b883e3912b9a144/IBM-Digital-Strategy_Specialization_600x600b.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,23600.0,3055,"This Specialization was designed to combine the most current business research in digital transformation and strategy with the most up-to-date technical knowledge of the technologies that are changing how we work and do business to enable you to advance your career. By the end of this Specialization, you will have an understanding of the three technologies impacting all businesses: artificial intelligence, cloud computing, and data science. You will also be able to develop or advance a digital transformation strategy for your own business using these technologies. This specialization will help managers understand technology and technical workers to understand strategy, and is ideal for anyone who wants to be able to help lead projects in digital transformation and technical and business strategy."
Data Analysis and Visualization Foundations,IBM Skills Network,https://www.coursera.org/specializations/data-analysis-visualization-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/6d/6fb8cc58064b8d85eae4cc5ed61448/Data-Analysis-Foundations-1200X1200.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,14400.0,11354,"Deriving insights from data and communicating findings has become an increasingly important part of virtually every profession. This Specialization prepares you for this data-driven transformation by teaching you the core principles of data analysis and visualization and by giving you the tools and hands-on practice to communicate the results of your data discoveries effectively.  You will be introduced to the modern data ecosystem. You will learn the skills required to successfully start data analysis tasks by becoming familiar with spreadsheets like Excel. You will examine different data sets, load them into the spreadsheet, and employ techniques like summarization, sorting, filtering, & creating pivot tables.Creating stunning visualizations is a critical part of communicating your data analysis results. You will use Excel spreadsheets to create the many different types of data visualizations such as line plots, bar charts, pie charts. You will also create advanced visualizations such as treemaps, scatter charts & map charts. You will then build interactive dashboards. This Specialization is designed for learners interested in starting a career in the field of Data or Business Analytics, as well as those in other professions, who need basic data analysis and visualization skills to supplement their primary job tasks.This program is ACE® recommended—when you complete, you can earn up to 9 college credits.  "
IT Fundamentals for Cybersecurity,IBM ,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/92/13ececb5a44bb7a15d6fb8d4d1433e/IT_Fund_for_Cyber_Specialist.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,17300.0,50532,"There are a growing number of exciting, well-paying jobs in today’s security industry that do not require a traditional college degree.  Forbes estimates that there will be as many as 3.5 million unfilled positions in the industry worldwide by 2021! One position with a severe shortage of skills is as a junior cybersecurity analyst. Throughout this specialization, you will learn concepts around cybersecurity tools and processes, system administration,  operating system and database vulnerabilities, types of cyber attacks and basics of networking. You will also gain knowledge around important topics such as cryptography and digital forensics.  The instructors are architects , Security Operation Center (SOC) analysts, and distinguished engineers who work with cybersecurity in their day to day lives at IBM with a worldwide perspective.  They will share their skills which they need to secure IBM and its clients security systems.The completion of this specialization also makes you eligible to earn the IT Fundamentals for Cybersecurity IBM digital badge.  More information about the badge can be found here:  https://www.youracclaim.com/org/ibm/badge/cybersecurity-it-fundamentals-specialist "
Mathematics for Machine Learning and Data Science,DeepLearning.AI,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8c/b75571d8ad4d24bddff436beab0bad/DL_Square_Banner_Coursera_800x800.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,47.0,11176,"Mathematics for Machine Learning and Data Science is a foundational online program created by DeepLearning.AI and taught by Luis Serrano. This beginner-friendly Specialization is where you’ll master the fundamental mathematics toolkit of machine learning.Many machine learning engineers and data scientists struggle with mathematics. Challenging interview questions often hold people back from leveling up in their careers, and even experienced practitioners can feel held by a lack of math skills. This Specialization uses innovative pedagogy in mathematics to help you learn quickly and intuitively, with courses that use easy-to-follow plugins and visualizations to help you see how the math behind machine learning actually works. Upon completion, you’ll understand the mathematics behind all the most common algorithms and data analysis techniques — plus the know-how to incorporate them into your machine learning career. 

This is a beginner-friendly program, with a recommended background of high school mathematics. If you are already familiar with the concepts of linear algebra, Course 1 will provide a good review, or you can choose to take Course 2 of this specialization, Calculus for Machine Learning and Data Science now, and Course 3, Probability and Statistics for Machine Learning and Data Science when it is released in March."
Applied Software Engineering Fundamentals,IBM Skills Network,https://www.coursera.org/specializations/software-engineering-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/90/8bfe45daa349be8202944fc4c2686d/Software-Engineering-Specialization.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,31600.0,3007,"If you want to enter the exciting world of software development, this Software Engineering Foundations Specialization is for you. No prior degrees or knowledge of programming or application development are necessary.  

Software Developers are in great demand earning a median salary of US$110,140 per year according to the US Bureau of Labor and Statistics. The field is growing at a rate of 22% making it a great time to start a career in software engineering.. The self-paced courses in this program provide the foundations to prepare for a wide range of IT & software development related careers, including web development, mobile application development, front-end, back-end, and full stack application development, software testing & quality assurance (QA), as well as DevOps engineering. 

This specialization is full of engaging videos, hands-on labs, and real-world projects that explore fundamental programming principles and foundations of design, architecture, and deployment; the software development lifecycle; Git and GitHub repositories; using the Linux terminal and creating Bash shell scripts to automate a variety of tasks; and coding with the Python programming language.
 
The program is suitable for those new to software engineering or for those who would like a review of software engineering fundamentals. It prepares you with an introduction to the culture, technology, and job-ready skills needed to become successful in software engineering.    "
"DevOps, Cloud, and Agile Foundations",IBM Skills Network,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ce/71671508c84602b9d6d23ce86e2d7d/DevOps-Cloud-Agile-Specialization-Final.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,4900.0,7447,"DevOps is more than just a fusion of development and operations. It is the cultural change that organizations everywhere are adopting to become more agile and innovate at scale. It makes it easier to deliver software and services at the speed the market demands.This specialization will equip you with a foundational  understanding of DevOps, Cloud Computing, Agile, and Scrum and their  transformational impact on businesses and approaches to software  engineeringYou will learn about the DevOps culture and its benefits, Cloud Computing fundamentals, the Agile philosophy, and Scrum methodology. You will familiarize yourself with the skills, technology, tools, processes,  practices, and metrics to become a successful DevOps practitioner.This specialization is suitable for both technical audiences - who want to either upskill with DevOps or start a career in this in-demand domain to become DevOps Engineers, Software Engineers, Application Developers,  SREs, Cloud Specialists, etc., as well less technical audiences -  including managers, executives, product managers, and project managers."
Python for Everybody,University of Michigan,https://www.coursera.org/specializations/python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/python.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,260700.0,1423207,"This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data structures, networked application program interfaces, and databases, using the Python programming language. In the Capstone Project, you’ll use the technologies learned throughout the Specialization to design and create your own  applications for data retrieval, processing, and visualization."
Cloud Application Development Foundations,IBM Skills Network,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/fb/620d991481452ea28bfbfbba54de27/Foundations-Specialization-1-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,4000.0,5407,"This program will equip you with all the key 
skills and technical know-how to kickstart your career as a full-stack 
Cloud Native Developer. Guided by experts at IBM, you will learn to 
build your own cloud-based applications and practice
 working with the technologies behind them.   

The Cloud Application Development Foundations Specialization program 
will teach you the tools and technologies that successful software 
developers use to build, deploy, test, run, and manage Cloud Native 
applications – putting you in an advantageous position
 to begin a new career in a highly in-demand area.  You do not require 
any prior programming experience or Cloud background to start this 
program. 

The courses in this program will help you develop skillsets in a variety
 of technologies including, Cloud foundations, HTML, CSS, JavaScript, 
GitHub, Node.js, React, Cloud Native practices, DevOps, CI/CD, and 
more.  After completing all the courses in the program,
 you will have developed and deployed several applications on a cloud 
platform and delivered Software as a Service (SaaS) solutions using 
Cloud Native methodologies. "
Information Technology (IT) and Cloud Fundamentals,IBM Skills Network,https://www.coursera.org/specializations/it-cloud-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/94/54ee8a12c64631b31372a6809659f1/IT-and-Cloud-Fundamentals-Specialization-Temp-no-watermark-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,3900.0,5367,"In today’s connected world, core knowledge of IT hardware, software, networking, cybersecurity, and cloud technologies is vital for almost every function, or role within an organization. Adding storage, updating an operating system, connecting to a network, recognizing phishing, and setting up Cloud instances are some of the skills employees need or need help with.

This five-course specialization provides prerequisite skills for almost all IT careers, including technical support specialist, data analyst, data scientist, AI specialist, web developer, software engineer, systems administrator, DevOps and site reliability engineer, data center technician, networking specialist, IT Manager, and cyber-security analyst.
You’ll acquire hardware, operating systems, programming, database, networking, storage, cybersecurity, and cloud computing knowledge and skills that can prepare you for an entry-level IT role or better help you understand and manage IT responsibilities within your organization.In addition to receiving an IBM credential upon successful completion of this specialization, it provides a dual benefit of preparing you for the CompTIA IT Fundamentals (IFT+) Certification Exam, which can attest to your skills, helping you gain a competitive advantage.This program is for beginners. To start this program, no prior IT background, programming experience, or cloud skills are required. All that's necessary is basic computer literacy."
"BI Foundations with SQL, ETL and Data Warehousing",IBM Skills Network,https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/27/a156f51493441cb45d0a9ec83b22f9/ETL-Specialization-1200x1200.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,17700.0,4230,"Professionals with SQL, ETL, Enterprise Data Warehousing (EDW), Business Intelligence (BI) and Data Analysis skills are in great demand. This Specialization is designed to provide career relevant knowledge and skills for anyone wanting to pursue a job role in domains such as Data Engineering, Data Management, BI or Data Analytics. 

The program consists of four online courses. In the first course you learn the basics of SQL and how to query relational databases with this powerful language. Next you learn to use essential Linux commands and create basic shell scripts. You continue your journey by learning to build and automate ETL, ELT and data pipelines using BASH scripts, Apache Airflow and Apache Kafka. In the final course you learn about Data Lakes, Data Marts as well as work with Data Warehouses.  You also create interactive reports and dashboards to derive insights from data in your warehouse.  

Note that this specialization has a significant emphasis on hands-on practice employing real tools used by data professionals. Every course has numerous hands-on labs as well as a course project. While you will benefit from some prior programming experience, it is not absolutely necessary for this course. The only pre-requisites for this specialization are basic computer and data literacy, and a passion to self-learn online. "
Meta React Native,Meta,https://www.coursera.org/specializations/meta-react-native,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/22/fd0bb5fa6640abad2df3b86ed9f13e/front-end-dev6.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,2800.0,2536,"If you want to learn how to create apps for Android and iOS devices, this course is right for you. This program is taught by industry-recognized experts at Meta.  Cross-platform mobile developers build and write code for apps that are hosted on mobile devices powered by multiple operating systems. They do everything from creating the app to debugging it after deployment. They design interactive and attractive user interfaces (UIs) to ensure the best possible end-user or customer experiences. This specialization can be a stepping stone for building a successful career as an iOS or Android developer.In this program, you’ll learn: Essential cross-platform programming concepts and the tools needed to develop apps.Work with web technologies such as HTML, CSS and JavaScript.Manage data across multiple mobile operating systems including iOS and Android.In-demand skills to develop, test and maintain cross-platform mobile apps using React and React Native.GitHub repositories for version control and content management systems (CMS).By the end, you’ll put your new skills to work by completing a real-world portfolio project. You’ll build a dynamic mobile app using a responsive design that you can showcase during a job interview. Plus, you’ll get support in your job search.Please note that the launch date, program content, and course titles are subject to change.
"
Business Foundations,University of Pennsylvania,https://www.coursera.org/specializations/wharton-business-foundations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/wharton-business-foundations/wharton-business-foundations-logo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,23200.0,156727,"In this Specialization, you’ll develop basic literacy in the language of business, which you can use to transition to a new career, start or improve your own small business, or apply to business school to continue your education. In five courses, you’ll learn the fundamentals of marketing, accounting, operations, and finance. In the final Capstone Project, you’ll apply the skills learned by developing a go-to-market strategy to address a real business challenge."
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/28/3d88b3745e4072901d6db7fb8d2f9c/financeModeling_specialization_coursera.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,15100.0,27484,"The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation."
Learn SQL Basics for Data Science,"University of California, Davis",https://www.coursera.org/specializations/learn-sql-basics-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1f/09b6d03b7a11e98afdfdc3ec76e998/Specialization_Nav_Build_IMAGE2_600x600.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,15200.0,184575,"This Specialization is intended for a learner with no previous coding experience seeking to develop SQL query fluency. Through four progressively more difficult SQL projects with data science applications, you will cover topics such as SQL basics, data wrangling, SQL analysis, AB testing, distributed computing using Apache Spark, Delta Lake and more. These topics will prepare you to apply SQL creatively to analyze and explore data; demonstrate efficiency in writing queries; create data analysis datasets; conduct feature engineering, use SQL with other data analysis and machine learning toolsets; and use SQL with unstructured data sets. "
Machine Learning Engineering for Production (MLOps),DeepLearning.AI,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/41/5dbed8e81b409e853e5b5962909885/Specialization-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,2800.0,46771,"Understanding machine learning and deep learning concepts is essential, but if you’re looking to build an effective AI career, you need production engineering capabilities as well. Effectively deploying machine learning models requires competencies more commonly found in technical fields such as software engineering and DevOps. Machine learning engineering for production combines the foundational concepts of machine learning with the functional expertise of modern software development and engineering roles. The Machine Learning Engineering for Production (MLOps) Specialization covers how to conceptualize, build, and maintain integrated systems that continuously operate in production. In striking contrast with standard machine learning modeling, production systems need to handle relentless evolving data. Moreover, the production system must run non-stop at the minimum cost while producing the maximum performance. In this Specialization, you will learn how to use well-established tools and methodologies for doing all of this effectively and efficiently.In this Specialization, you will become familiar with the capabilities, challenges, and consequences of machine learning engineering in production. By the end, you will be ready to employ your new production-ready skills to participate in the development of leading-edge AI technology to solve real-world problems."
Introduction to Finance and Accounting,University of Pennsylvania,https://www.coursera.org/specializations/finance-accounting,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b0/c1d3f49be04d6b9a0a676683c8647e/Specialization-Graphic_v1.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,12400.0,43556,"This specialization provides an introduction to corporate finance and accounting, emphasizing their application to a wide variety of real-world situations spanning personal finance, corporate decision-making, financial intermediation, and how accounting standards and managerial incentives affect the financial reporting process. It begins with concepts and applications like time value of money, risk-return tradeoff, retirement savings, mortgage financing, auto leasing, asset valuation, and many others.  The specialization uses Excel to make the experience more hands-on and help learners understand the concepts more directly.  From valuing claims and making financing decisions, to elements of a basic financial model, the coursework provides a solid foundation to corporate finance.The specialization then moves to financial accounting, enabling learners to read financial statements and to understand the language and grammar of accounting.  The coursework introduces bookkeeping fundamentals, accrual accounting, cash flow analysis, among much else!  Finally, using the foundational knowledge of accounting, the specialization teaches learners how to understand and analyze key information that companies provide in their statements, including types of assets and liabilities and longer-term investments and debts, and finally the difference between tax reporting and financial reporting."
Natural Language Processing,DeepLearning.AI,https://www.coursera.org/specializations/natural-language-processing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e2/299c6a9c8b40c4be6cf83454e38a49/Specialization-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,4900.0,93280,"Natural Language Processing (NLP) is a subfield of linguistics, computer science, and artificial intelligence that uses algorithms to interpret and manipulate human language. This technology is one of the most broadly applied areas of machine learning and is critical in effectively analyzing massive quantities of unstructured, text-heavy data. As AI continues to expand, so will the demand for professionals skilled at building models that analyze speech and language, uncover contextual patterns, and produce insights from text and audio.By the end of this Specialization, you will be ready to design NLP applications that perform question-answering and sentiment analysis, create tools to translate languages and summarize text, and even build chatbots. These and other NLP applications are going to be at the forefront of the coming transformation to an AI-powered future.This Specialization is designed and taught by two experts in NLP, machine learning, and deep learning. Younes Bensouda Mourri is an Instructor of AI at Stanford University who also helped build the Deep Learning Specialization. Łukasz Kaiser is a Staff Research Scientist at Google Brain and the co-author of Tensorflow, the Tensor2Tensor and Trax libraries, and the Transformer paper. "
Business and Financial Modeling,University of Pennsylvania,https://www.coursera.org/specializations/wharton-business-financial-modeling,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d9/396b60b32c11e595760b3f021227e6/B_FModelingSpecializationThumbnail.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,10200.0,73447,"Wharton's Business and Financial Modeling Specialization is designed to help you make informed business and financial decisions. These foundational courses will introduce you to spreadsheet models, modeling techniques, and common applications for investment analysis, company valuation, forecasting, and more. When you complete the Specialization, you'll be ready to use your own data to describe realities, build scenarios, and predict performance. "
