Name,Instructors,URL,Imgs,Reviews,Alumns,Description
Newborn Baby Care,University of Colorado System,https://www.coursera.org/specializations/newborn-baby-care,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/49/32f1b0ccc111e8806ae583be880899/Newborn-Specialization-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,887.0,10365,"A newborn baby is an amazing beautiful life filled with hope. Unfortunately, many babies die or experience preventable harm even in 21st century. It is imperative that babies who are born healthy get off to a healthy start in the first month of life. There are some easy tenets of care to implement that help ensure that babies and families get off to a healthy start no matter where they are in the world. In this specialization learners will acquire the skills necessary for newborn baby care to optimize their health in the hours, days and weeks after they are born.The courses are designed to move the learner through the progression of care for healthy newborns in the first month of life. The first half of the specialization consists of clinical provisions such as initial medical interventions and screenings, health assessments and resulting diagnoses.  The second half focuses on care provided at home including transport and sleep safety, nutrition, and parental and caregiver bonding."
First Principles of Computer Vision,Columbia University,https://www.coursera.org/specializations/firstprinciplesofcomputervision,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/766c7b495449aca25ed53078f1a080/Program_photo-1-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,95.0,3882,"This specialization presents the first comprehensive treatment of the foundations of computer vision. It focuses on the mathematical and physical underpinnings of vision and has been designed for learners, practitioners and researchers who have little or no knowledge of computer vision. The program includes a series of 5 courses. Any learner who completes this specialization has the potential to build a successful career in computer vision, a thriving field that is expected to increase in importance in the coming decades. 
"
Deep Learning for Healthcare,University of Illinois at Urbana-Champaign,https://www.coursera.org/specializations/deep-learning-healthcare,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/9d/f5dcaa37c94803af3785a9b03fc1b6/Icon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,22.0,0,"This specialization is intended for persons involved in machine learning who are interested in medical applications, or vice versa, medical professionals who are interested in the methods modern computer science has to offer to their field. We will cover health data analysis, different types of neural networks, as well as training and application of neural networks applied on real-world medical scenarios."
Statistical Modeling for Data Science Applications,University of Colorado Boulder,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ab/7c0751eba34a9abb1b48cea3b7a148/Stat-logo22.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,28.0,2548,"Statistical modeling lies at the heart of data science. Well crafted statistical models allow data scientists to draw conclusions about the world from the limited information present in their data. In this three credit sequence, learners will add some intermediate and advanced statistical modeling techniques to their data science toolkit. In particular, learners will become proficient in the theory and application of linear regression analysis; ANOVA and experimental design; and generalized linear and additive models. Emphasis will be placed on analyzing real data using the R programming language.This specialization can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder.Logo adapted from photo by Vincent Ledvina on Unsplash"
The Influence of Social Determinants on Health,University of Michigan,https://www.coursera.org/specializations/social-determinants-on-health,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ef/e56931f1024bf581d0d0df6272e637/socialdeter_12142020.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,30.0,2243,"Why are some groups healthier than others, and how do these differences emerge and persist over a lifetime? How do social policies on housing, transportation, and employment relate to health and health inequalities? This specialization will examine social, behavioral, economic, political, and structural factors that contribute to health inequalities, and suggest innovative ways to reduce disparities in health to achieve health equity.You will learn,-Use conceptual models to understand health disparities in the U.S. and internationally.-Access and use high-quality data sources to present statistics that illustrate the social-environmental-health issues within a community.-Identify the main sources of these disparities from a population science perspective, and use public health evidence to inform policy efforts to address these disparities.-Conduct community health needs assessments and identify evidence-based interventions."
User Interface Design,University of Minnesota,https://www.coursera.org/specializations/user-interface-design,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b4/b0d580665511e6ba74a7bfc177e120/ui-coursera.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1600.0,10940,"In this Specialization, you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization, you will have fluency with the user research, prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology), widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping), and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization, you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world."
Developing Your Musicianship,Berklee,https://www.coursera.org/specializations/musicianship-specialization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/54/4fc69062f611e6913f97d77de161d8/DYM_Option5.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1600.0,26606,"Nurture your love for, and understanding of, music with this specialization. Learn the fundamentals of music theory, including major and minor tonalities, chord scales, song forms, and chord qualities. You’ll also practice training your ear to hear and recognize various intervals, chord progressions, and chord qualities. For the Capstone project, you will directly apply the knowledge you’ve gained to write and perform a short musical composition. This specialization begins with the basics of music and builds to more advanced concepts, providing you the knowledge you need to improve your skills as a musician."
Value Chain Management,University of Illinois at Urbana-Champaign,https://www.coursera.org/specializations/value-chain-management,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/55/6ca8971eb14fc094c9f1d28652c451/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,4700.0,36191,"The purpose of organizations is to produce and
deliver goods and services of value to customers while generating a surplus for
owners. Value chain management focuses on understanding what different
customers value, measuring inputs and outputs to assess value, and generating
higher value for customers and surpluses for organizations. In this specialization, you will
gain competencies that are critical for managers in any functional area. You
will learn to create, model, analyze, and maximize value in accounting,
operations, and marketing.This specialization is part of
Gies College of Business’ suite of online programs, including the iMBA and
iMSM. Learn more about admission into these programs and explore how your
Coursera work can be leveraged if accepted into a degree program here."
Programming in C++: A Hands-on Introduction,Codio,https://www.coursera.org/specializations/hands-on-cpp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/10/a180da2c5d49298380057c0eec1480/Computer-Science_3-3x.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,689.0,13520,"This specialization is intended for people without programming experience who seek to develop C++ programming skills and learn about the underlying computer science concepts that will allow them to pick up other programming languages quickly. In these four courses, you will cover everything from fundamentals to object-oriented design. These topics will help prepare you to write anything from small programs to automate repetitive tasks to larger applications, giving you enough understanding of C++ to tackle more specialized topics such as Data Science and Artificial Intelligence."
Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,https://www.coursera.org/specializations/java-object-oriented,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UCSD_JavaProgrammingOODDS_Getty483605575.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,6900.0,68773,"This Specialization covers intermediate topics in software development. You’ll learn object-oriented programming principles that will allow you to use Java to its full potential, and you’ll implement data structures and algorithms for organizing large amounts of data in a way that is both efficient and easy to work with. You’ll also practice critically evaluating your own code, and you’ll build technical communication skills that will help you prepare for job interviews and collaborative work as a software engineer. In the final Capstone Project, you’ll apply your skills to analyze data collected from a real-world (social) network. Google has contributed real-world projects and the involvement of its engineers as guest lecturers to these courses. A small, select group of top learners who complete the Specialization will be offered practice interviews with Google recruiters.  Invitation to a practice interview does not guarantee an actual interview or employment. "
Image Processing for Engineering and Science,MathWorks,https://www.coursera.org/specializations/image-processing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/d0/f61b4fbd9a45f3ae2f6111c9882c75/coursera-image-processing-engineering-science-course-logo-course1-intro-image-processing.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,68.0,2506,"As cameras become widespread, there are endless opportunities to process images and videos. This specialization is intended for engineers and scientists who need to analyze, design, and build systems using images or videos. You will explore real-world applications like:· How quickly is arctic ice melting?· Does an MRI image show a healthy brain?· Are large cracks appearing in a foundation?· What is the traffic flow during peak hours of the day?You will use MATLAB throughout this specialization. MATLAB is the go-to choice for millions of people working in engineering and science, and provides the capabilities you need to accomplish your image processing tasks. You will be provided with free access to MATLAB for the duration of the specialization to complete your work."
Become a Journalist: Report the News!,Michigan State University,https://www.coursera.org/specializations/become-a-journalist,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/76/5b57f0bb2511e58ae18543e6165465/journalism_thumb.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,1500.0,23681,"This Specialization will develop and enhance your understanding of the global field of journalism. You'll learn best practices and ethical standards for newsgathering processes and compiling a news report through hands-on projects, peer-to-peer feedback, and issue exploration. You will also study journalism's impact on societal issues and trends, plus explore career opportunities in newspapers, magazine, social media, Internet multimedia, television, radio, corporate and community journalism. The final Capstone project will guide you through the journalistic portfolio process, where you will conceptualize, report and complete a professional-quality news report."
Health Information Literacy for Data Analytics,"University of California, Davis",https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/10/773e90e91711e8931fddf70eb768e1/GettyImages-701251824-600x600.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,189.0,8339,"This Specialization is intended for data and technology professionals with no previous healthcare experience who are seeking an industry change to work with healthcare data. Through four courses, you will identify the types, sources, and challenges of healthcare data along with methods for selecting and preparing data for analysis. You will examine the range of healthcare data sources and compare terminology, including administrative, clinical, insurance claims, patient-reported and external data. You will complete a series of hands-on assignments to model data and to evaluate questions of efficiency and effectiveness in healthcare. This Specialization will prepare you to be able to transform raw healthcare data into actionable information. "
"Coding for Designers, Managers, and Entrepreneurs",University of Virginia,https://www.coursera.org/specializations/coding-for-managers,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/8b/acad0657fa4cdbb95c5b2e8d152cfc/Concept-1-Course-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,56.0,5731,"In this specialization, you will experience what it is to go from idea to code. These courses are specifically created for the manager, designer, or entrepreneur who is an active, hands-on collaborator with developers. By the end of the program, you will be able to build working  software using HTML, CSS, and Javascript. More important, you will build your creative confidence (and competency!) on engaging in digital projects. "
Digitalisation in Aeronautics and Space,Technische Universität München (TUM),https://www.coursera.org/specializations/aerospace,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/da/c6586a57de46b5ab90e3cd1b0bb65f/iStock-1181848376_Bild_Intro.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,328.0,5168,"View the Specialization trailer: https://youtu.be/nbbgAkJUbRoDigitalisation is changing our society and the working world, creating new processes and radically altering existing workflows. Aerospace is being impacted like every other scientific field and innovation without digitalisation is no longer conceivable. The three-part MOOC series “Digitalisation in Aeronautics and Space” is thus devoted to examining the transformations that have already occurred and forthcoming likely changes, posing the question: what will aerospace science be like in future and what will the influence of digitalisation be on research? An array of research fields are focused on in relation to this question, including artificial intelligence in earth observation, robots in production and digital avionics networks, among others."
Data Mining,University of Illinois at Urbana-Champaign,https://www.coursera.org/specializations/data-mining,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/609980fb3311e58521f12840fa495b/DataMining-Specialization_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2800.0,54805,"The Data Mining Specialization teaches data mining techniques for both structured data which conform to a clearly defined schema, and unstructured data which exist in the form of natural language text. Specific course topics include pattern discovery, clustering, text retrieval, text mining and analytics, and data visualization. The Capstone project task is to solve real-world data mining challenges using a restaurant review data set from Yelp.Courses 2 - 5 of this Specialization form the lecture component of courses in the online Master of Computer Science Degree in Data Science. You can apply to the degree program either before or after you begin the Specialization."
Strategic Sales Management,Fundação Instituto de Administração,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/9c/c9cfa0933911e781aa3f1e6ce6cd13/0-Strategic-Sales-Management-Bridging-Strategy_Sales-_2_.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,403.0,10541,"This Specialization is intended for sales professionals who seek to improve their sales planning and management competencies and skills. Through five courses, you will cover Effective Sales overview, Sales Strategy, Models and Frameworks to Support Sales Planning, Sales & Marketing Alignment, and you will develop a Final Project.By the end of this specialization, you'll have improved your knowledge, competencies, and skills regarding the sales planning process. And you will be able to apply the concepts integrating the sales planning process to the strategy of the company, by bridging the gap between strategy and sales.The potential for value creation through the sales functions will be increased at the end of the Specialization."
From Data to Insights with Google Cloud,Google Cloud,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/46/61d680c01611e7b516050a113dfef7/specialization-logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,4400.0,43552,"Want to know how to query and process petabytes of data in seconds? Curious about data analysis that scales automatically as your data grows? Welcome to the Data Insights course!This four-course accelerated online specialization teaches course participants how to derive insights through data analysis and visualization using the Google Cloud Platform. The courses feature interactive scenarios and hands-on labs where participants explore, mine, load, visualize, and extract insights from diverse Google BigQuery datasets. The courses also cover data loading, querying, schema modeling, optimizing performance, query pricing, and data visualization.This specialization is intended for the following participants:● Data Analysts, Business Analysts, Business Intelligence professionals● Cloud Data Engineers who will be partnering with Data Analysts to build scalable data solutions on Google Cloud PlatformTo get the most out of this specialization, we recommend participants have some proficiency with ANSI SQL.>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<"
Analysing: Numeric and digital literacies,Macquarie University,https://www.coursera.org/specializations/analysing-numeric-digital-literacies,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e6/b1be8e69164944a1d8fce08ca230f6/Analysing_Know-your-numbers-2.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,990.0,5893,"Being financially and data-literate is a requirement of all effective leaders. This includes the ability to analyse data and harness its value, as well as to leverage these skills to become a future-focused business leader.   In four themed courses, this specialisation will: teach you that financial literacy is a required capability for every business leader (Know Your Numbers 1); provide you with a foundational understanding of how to manage your organisation’s finances effectively (Know Your Numbers 2); equip you with tools to analyse data and generate market insights (Generate Insights); and explore what to measure to maximise customer value (Know Your Customers)."
Data Warehousing for Business Intelligence,University of Colorado System,https://www.coursera.org/specializations/data-warehousing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Colorado_DataWarehousing_Getty471741796.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,3800.0,56004,"Evaluate business needs, design a data warehouse, and integrate and visualize data using dashboards and visual analytics.This Specialization covers data architecture skills that are increasingly critical across a broad range of technology fields. You’ll learn the basics of structured data modeling, gain practical SQL coding experience, and develop an in-depth understanding of data warehouse design and data manipulation. You’ll have the opportunity to work with large data sets in a data warehouse environment to create dashboards and Visual Analytics. You will use of MicroStrategy, a leading BI tool, OLAP (online analytical processing) and Visual Insights capabilities to create dashboards and Visual Analytics. In the final Capstone Project, you’ll apply your skills to build a small, basic data warehouse, populate it with data, and create dashboards and other visualizations to analyze and communicate the data to a broad audience."
Introduction to Cybersecurity & Risk Management,"University of California, Irvine",https://www.coursera.org/specializations/information-security,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/22/10f622e5fa47578966a924ebb35047/info-security-overall-coursera600x600.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,178.0,5625,"In this case-based Specialization, you will be introduced to the field of cybersecurity through the world of security governance and risk management.Throughout this program, you will practice applying foundational concepts of security governance and risk management including: Creating security strategies that align with a company’s goals and objectives.Applying risk assessment techniques to real-world situations.Implementing effective security education, training, and awareness programs. "
C++ Programming for Unreal Game Development,University of Colorado System,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/70/d28a28b3b24adc82008ce9acf33155/Specialization-Logo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,111.0,4929,"This Specialization is intended for intermediate programmers who want to learn how to program Unreal Engine games using C++. Learners should complete at least one other programming Specialization on Coursera (see https://www.coursera.org/specializations/programming-unity-game-development) or one programming course in high school or college before starting this Specialization. The first course assumes that level of programming experience, and throughout the 4 courses in the Specialization you'll learn how to program in C++ and how to use that C++ knowledge to program Unreal Engine games. The C++ and Unreal material in the courses in the Specialization is slightly less comprehensive than the content in the first two game programming courses at UCCS."
Embedding Sensors and Motors,University of Colorado Boulder,https://www.coursera.org/specializations/embedding-sensors-motors,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/5f/420a20f95511e88085bfc53d6895ff/Image-for-Specialization-logo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,2600.0,25262,"The courses in this specialization can also be taken for  academic credit as ECEA 5340-5343, part of CU Boulder’s Master  of Science in Electrical Engineering degree. Enroll here.Embedding Sensors and Motors will introduce you to the design of sensors and motors, and to methods that integrate them into embedded systems used in consumer and industrial products. You will gain hands-on experience with the technologies by building systems that take sensor or motor inputs, and then filter and evaluate the resulting data. You will learn about hardware components and firmware algorithms needed to configure and run sensors and motors in embedded solutions."
Graphic Design Elements for Non-Designers,University of Colorado Boulder,https://www.coursera.org/specializations/graphic-design-elements-non-designers,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e7/39530d8e724515b55e8ca291227cdc/MOOC-specialization-LOGO.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,1400.0,33680,"In this hands-on specialization, you will explore basic graphic design elements, color theory, images, publication design and techniques for creating effective layouts. You will also learn about typography, the creative process, the importance of brainstorming, and how to discuss and critique design in a professional setting. Page layout software and online sites will be used to incorporate and manipulate text, color, photographs and images.If you are curious about the design process, work on a team with designers and need to speak some of their language, or want to empower the creatives on your team to be even better, this specialization is made for you. "
Hands-on Internet of Things,University of Illinois at Urbana-Champaign,https://www.coursera.org/specializations/uiuc-iot,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b4/318616982e47988edfb2899f91701b/iot-specialization-squarelogo.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,134.0,4261,"This specialization is intended for technologically minded persons who are interested in getting to know the latest in ubiquitous computing, also known as ""Internet of Things"". The specialization consists of 4 courses that are composed of a basic part with lectures and quizzes, and a practical  ""honors"" part, which includes physically assembling and implementing functionality atop a networked device (please note: while the honors part of the courses is optional, it is required to purchase hardware to complete these practical parts of the courses). The courses are meant to be taken in sequence, as each course builds on the previous one, while adding more functions to the device in the honors section. The construction of the device introduces real-world challenges and technological approaches commonly encountered in the IoT industry and builds students’ confidence that they can do things for real."
Vital Skills for Data Science,University of Colorado Boulder,https://www.coursera.org/specializations/vital-skills-for-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/29/598d3694794cc095ed63a759c76dda/jj-ying-7JX0-bfiuxQ-unsplash.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,56.0,2454,"Vital Skills for Data Science introduces students to several areas that every data scientist should be familiar with.  Each of the topics is a field in itself.  This specialization provides a ""taste"" of each of these areas which will allow the student to determine if any of these areas is something they want to explore further. In this specialization, students will learn about different applications of data science and how to apply the steps in a data science process to real life data.  They will be introduced to the ethical questions every data scientist should be aware of when doing an analysis.  The field of cybersecurity makes the data scientist aware of how to protect their data from loss.This specialization can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder. Logo image by JJ Ying on Unsplash"
Essentials of Corporate Finance,The University of Melbourne,https://www.coursera.org/specializations/learn-finance,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/learn-finance/BNY_Specialization_Banner_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1700.0,23162,"You will gain a firm understanding of corporate finance, including accounting principles and financial analysis, how value is created by global markets, the choices firms face when making financial decisions and defining attitudes towards risk. The Specialization concludes with a Capstone project that allows you to apply the skills you've learned throughout the courses."
"Open Source Software Development, Linux and Git",The Linux Foundation,https://www.coursera.org/specializations/oss-development-linux-git,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/93/ab9a20c81711e8888807689cc8fd41/Introduction-to-Open-Source-Software-Development_-Git-and-Linux.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,2800.0,35988,"The Open Source Software Development, Linux and Git Specialization will give you a strong foundation for working comfortably and productively in open source development communities. By completing the Specialization, you’ll have a better understanding of the Linux environment, as well as methods and tools required to successfully use it, and you’ll know how to use Git, the distributed version control system.Upon completion of this Specialization, you will receive a certificate from Coursera as well as a digital badge from The Linux Foundation recognizing your proficiency in open source software development, Linux environment and Git. Use your verified digital badge to promote your achievement online, and access job insights related to your new skills."
Survey Data Collection and Analytics,"University of Maryland, College Park",https://www.coursera.org/specializations/data-collection,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/f471d0f76811e5a5175d8aed3cf3b0/AdobeStock_83781931.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1300.0,16957,"This specialization covers the fundamentals of surveys as used in market research, evaluation research, social science and political research, official government statistics, and many other topic domains. In six courses, you will learn the basics of questionnaire design, data collection methods, sampling design, dealing with missing values, making estimates, combining data from different sources, and the analysis of survey data. In the final Capstone Project, you’ll apply the skills learned throughout the specialization by analyzing and comparing multiple data sources.Faculty for this specialisation comes from the Michigan Program in Survey Methodology and the Joint Program in Survey Methodology, a collaboration between the University of Maryland, the University of Michigan, and the data collection firm Westat, founded by the National Science Foundation and the Interagency Consortium of Statistical Policy in the U.S.  to educate the next generation of survey researchers, survey statisticians, and survey methodologists. In addition to this specialization we offer short courses, a summer school, certificates, master degrees as well as PhD programs. "
GPU Programming,Johns Hopkins University,https://www.coursera.org/specializations/gpu-programming,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2b/9b648454ca481f9806afeec0af34f4/GPU-Programming-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,25.0,2370,"This specialization is intended for data scientists and software developers to create software that uses commonly available hardware.  Students will be introduced to CUDA and libraries that allow for performing numerous computations in parallel and rapidly.  Applications for these skills are machine learning, image/audio signal processing, and data processing."
Startup Entrepreneurship,Technion - Israel Institute of Technology,https://www.coursera.org/specializations/startup-entrepreneurship,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/65/74dd80b2c411e5bda4c35792983a0c/maital-specialization.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=600&h=216&fit=fill&q=50,1700.0,23162,"The Startup Entrepreneurship specialization focuses on issues of Innovation, Creativity and Entrepreneurship. It leads the students through the entire process of creating a start-up from an idea. Part One deals with ideas, and the creative imagination: discovering new ideas, new products, new services, new and better ways to do almost anything.Part Two focuses on how to build a business (entrepreneurship). This course guides the learner through a series of tools and methods that help take an idea and make it happen, in a way that can sustain the business or organization that delivers it to humanity. Use this course to build a solid business or organization around the idea you developed during Part One. Part Three offers Innovation Career Lessons from a Master of proven achievements. During this course you will follow conversations and interviews with Dadi Perlmutter, who until recently was Executive VP of Intel Corporate, the highest ranking Israeli executive of any multinational company."
Cloud-Native Development with OpenShift and Kubernetes,Red Hat,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/4f/dfd93b2e574c56a3d03abca46f9c8d/RH_Logo_Whitebg1200x1200-1-.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=600&h=216,48.0,0,"This specialization is intended for application developers, system administrators and architects seeking to develop their understanding of container technology.  In this three-course specialization, you will explore a range of foundational concepts from various use cases for containerized technology to understanding the differences between Kubernetes and Red Hat OpenShift to learning how to scale deployed applications."
